iter	RMSE
276	2.461644222
277	2.43847555
278	2.415719262
279	2.396047075
280	2.380968526
281	2.366351809
282	2.35018603
283	2.329687221
284	2.309079168
285	2.291952751
286	2.273151031
287	2.252595919
288	2.233464602
289	2.211480446
290	2.192952011
291	2.173634576
292	2.153871408
293	2.136932142
294	2.120895454
295	2.098354472
296	2.080397093
297	2.063193094
298	2.049297506
299	2.032899931
300	2.015962819
301	2.000243856
302	1.982414722
303	1.961548688
304	1.947823557
305	1.927522325
306	1.911909291
307	1.894872703
308	1.876885315
309	1.864117002
310	1.84781736
311	1.834297172
312	1.821528734
313	1.8077065
314	1.798754706
315	1.785830245
316	1.770226101
317	1.7569293
318	1.743596718
319	1.729190333
320	1.714603327
321	1.698387019
322	1.686267299
323	1.677832345
324	1.665728854
325	1.651697344
326	1.641244094
327	1.630803048
328	1.618122122
329	1.609213914
330	1.600481288
331	1.588512897
332	1.580451204
333	1.568485131
334	1.555271591
335	1.548100969
336	1.538250138
337	1.527314641
338	1.513489885
339	1.501326565
340	1.493952373
341	1.484435226
342	1.477142049
343	1.463630436
344	1.457099476
345	1.445455127
346	1.434069307
347	1.424183556
348	1.414325019
349	1.402842503
350	1.394325595
351	1.387981027
352	1.377596743
353	1.367677081
354	1.360968027
355	1.351318123
356	1.344764451
357	1.331984138
358	1.319411985
359	1.307219255
360	1.300127958
361	1.291560783
362	1.282145612
363	1.271646297
364	1.263578845
365	1.254418112
366	1.245625274
367	1.239819321
368	1.23340112
369	1.227919463
370	1.220119089
371	1.211548783
372	1.203014408
373	1.194440761
374	1.188974401
375	1.181721174
376	1.174052064
377	1.167029668
378	1.15828835
379	1.149080728
380	1.141708777
381	1.13651149
382	1.12889376
383	1.12108318
384	1.113985798
385	1.106624247
386	1.098863073
387	1.093944031
388	1.086490547
389	1.079132499
390	1.07243853
391	1.064092322
392	1.056395947
393	1.050741318
394	1.046413434
395	1.04170986
396	1.034974004
397	1.027544814
398	1.023371157
399	1.018870876
400	1.011503762
401	1.007435098
402	1.000298124
403	0.9957752411
404	0.9892280928
405	0.9823146601
406	0.9771722195
407	0.9705800728
408	0.9643443124
409	0.957855341
410	0.9499323623
411	0.943278837
412	0.9384094469
413	0.9346896396
414	0.9302566178
415	0.9238423589
416	0.9175783095
417	0.9139208293
418	0.909329497
419	0.9034846032
420	0.8974724401
421	0.8915268163
422	0.8859152899
423	0.8801954387
424	0.8758973506
425	0.8698028523
426	0.8616703821
427	0.8582479014
428	0.8522318083
429	0.8463695091
430	0.840215323
431	0.8345854776
432	0.8292678058
433	0.8240335949
434	0.8188605552
435	0.8121494525
436	0.8057137954
437	0.802382362
438	0.7991136651
439	0.7935102966
440	0.7904194191
441	0.7850080638
442	0.7801549427
443	0.7750612127
444	0.7703025084
445	0.7632464517
446	0.7601609916
447	0.753732597
448	0.7508030223
449	0.7457337711
450	0.7409199605
451	0.736016048
452	0.7315670018
453	0.7267058938
454	0.7223720855
455	0.7179218524
456	0.7133000491
457	0.706863895
458	0.7013980878
459	0.698670158
460	0.6928545897
461	0.6901376027
462	0.6844301504
463	0.6820248162
464	0.6762760217
465	0.6742630892
466	0.6716502857
467	0.6698194522
468	0.6642667673
469	0.6602828087
470	0.6556037814
471	0.6517798245
472	0.6478628214
473	0.6435732618
474	0.6398147934
475	0.6360674525
476	0.63114651
477	0.6261280454
478	0.6204447288
479	0.6168632502
480	0.6121840562
481	0.6067354189
482	0.6016180952
483	0.5993344447
484	0.5945737266
485	0.5904096906
486	0.5870527869
487	0.5832598604
488	0.5795846278
489	0.5755054073
490	0.5716386813
491	0.5676703543
492	0.5634303867
493	0.558790649
494	0.555086179
495	0.5507817318
496	0.5464506799
497	0.5423923986
498	0.5384110128
499	0.5335543987
500	0.530706191
501	0.5274504461
502	0.5254371982
503	0.5218467839
504	0.5182525785
505	0.5163213391
506	0.5144767941
507	0.5116584065
508	0.5083714988
509	0.5064927766
510	0.5026320374
511	0.5007997903
512	0.4989746968
513	0.4955214462
514	0.4917956588
515	0.4900305599
516	0.4869143231
517	0.4852225057
518	0.4826396233
519	0.4792878008
520	0.4768131845
521	0.4725932532
522	0.4685529959
523	0.4665602851
524	0.4625001601
525	0.4609078855
526	0.4592737713
527	0.455013792
528	0.4534741713
529	0.4513970882
530	0.4481359771
531	0.4454474493
532	0.4422212336
533	0.4387088821
534	0.4372837055
535	0.4341538992
536	0.4306359381
537	0.4291260135
538	0.427093031
539	0.4240845239
540	0.4206236856
541	0.4172129539
542	0.4140970096
543	0.4127668094
544	0.4097503007
545	0.4084395663
546	0.4054423728
547	0.4038355976
548	0.4010567219
549	0.3991588943
550	0.3959150535
551	0.3927552733
552	0.3894489163
553	0.3881070499
554	0.3854885813
555	0.3837314108
556	0.3811941364
557	0.3794971754
558	0.3783022933
559	0.3757059231
560	0.3722660875
561	0.3710971646
562	0.3681219889
563	0.3657087618
564	0.3648227359
565	0.3620998576
566	0.3612281067
567	0.358767974
568	0.3563756262
569	0.3537524705
570	0.351595273
571	0.3504983425
572	0.3477497369
573	0.3444716562
574	0.3423255118
575	0.3391497533
576	0.3380943643
577	0.3360949635
578	0.3338904327
579	0.3309345272
580	0.3285131683
581	0.3262312616
582	0.3233492206
583	0.3221848911
584	0.3199828142
585	0.3174109595
586	0.3164284544
587	0.3143298582
588	0.3133625542
589	0.3113300159
590	0.3091138768
591	0.3069929034
592	0.305043609
593	0.3041756739
594	0.3021066029
595	0.2994326844
596	0.2974621557
597	0.2952196171
598	0.2932225871
599	0.2923188032
600	0.2902251146
601	0.288658617
602	0.2871327361
603	0.2853231725
604	0.2834992335
605	0.2814239648
606	0.2792686681
607	0.2771693513
608	0.2753484324
609	0.2734260796
610	0.2716822633
611	0.270840783
612	0.2693699579
613	0.2678942077
614	0.2662250252
615	0.2654033632
616	0.263984314
617	0.2622873152
618	0.2614834841
619	0.2598185039
620	0.2579495792
621	0.2562160519
622	0.2546459953
623	0.2529619257
624	0.2522214571
625	0.2508872855
626	0.2495584203
627	0.2488360002
628	0.2472939098
629	0.2451269724
630	0.2442147047
631	0.243486601
632	0.241991419
633	0.2399307484
634	0.2392204626
635	0.2374214031
636	0.2354375636
637	0.233502741
638	0.2318388082
639	0.2303957671
640	0.2288154691
641	0.2271022314
642	0.225563849
643	0.2239066526
644	0.2223439537
645	0.2208878947
646	0.2200539402
647	0.2192110719
648	0.2177453829
649	0.2163137306
650	0.2156905548
651	0.2140689589
652	0.2123324072
653	0.2106762446
654	0.2096708707
655	0.2089497066
656	0.2071791732
657	0.2054582088
658	0.2037854974
659	0.2020663954
660	0.2004477365
661	0.1987868899
662	0.197393667
663	0.1960153729
664	0.1944592195
665	0.1927102207
666	0.1914640058
667	0.1902811919
668	0.1896066648
669	0.1884715778
670	0.187331873
671	0.1867392498
672	0.1853687701
673	0.1847880687
674	0.1835043713
675	0.1820617469
676	0.1805505495
677	0.1791229703
678	0.1777446373
679	0.1768118375
680	0.1762949965
681	0.1754994815
682	0.1740426543
683	0.1728417903
684	0.1715806141
685	0.170327528
686	0.1695378137
687	0.1690286119
688	0.1685271812
689	0.167770339
690	0.1670085114
691	0.1663580818
692	0.1646983617
693	0.163415149
694	0.1621220079
695	0.16092709
696	0.1597654643
697	0.159120508
698	0.1578376073
699	0.1567218789
700	0.1562522465
701	0.1551674654
702	0.1539428817
703	0.1534885554
704	0.1523494496
705	0.1511778749
706	0.1507357835
707	0.1495998955
708	0.1485643694
709	0.1474340307
710	0.1469058975
711	0.146479628
712	0.1455219525
713	0.1451148456
714	0.1441660373
715	0.1430906953
716	0.1426782439
717	0.1421942844
718	0.1412464779
719	0.1409788993
720	0.1399481838
721	0.1396837311
722	0.1391463918
723	0.1379757916
724	0.136978828
725	0.136485248
726	0.1362301231
727	0.1351292415
728	0.1343704461
729	0.13400506
730	0.1337754104
731	0.1329978892
732	0.132749595
733	0.1324558195
734	0.131434865
735	0.1304898081
736	0.1295011202
737	0.1286120023
738	0.1278077323
739	0.1268534716
740	0.1259187385
741	0.1254231303
742	0.1250763261
743	0.1245020663
744	0.123593673
745	0.1229150504
746	0.1224401134
747	0.1219178341
748	0.1210791046
749	0.1202947748
750	0.11983323
751	0.1193806366
752	0.1186177967
753	0.1180699562
754	0.1176279109
755	0.1164696584
756	0.1159719871
757	0.1156241588
758	0.1148957305
759	0.1146552452
760	0.1139922984
761	0.1134754119
762	0.1131116834
763	0.112341245
764	0.1121095458
765	0.1114364492
766	0.11122861
767	0.1110229852
768	0.110329507
769	0.1101252445
770	0.1093472178
771	0.1087461972
772	0.1078645238
773	0.1070061832
774	0.1062172829
775	0.1054471556
776	0.1047949922
777	0.1039737254
778	0.1032476565
779	0.1025799581
780	0.1017900713
781	0.1010911212
782	0.1005139359
783	0.09972460652
784	0.09890682439
785	0.09809329337
786	0.09730931297
787	0.09670053599
788	0.09589142882
789	0.09511689744
790	0.0949319061
791	0.0947703359
792	0.0944437704
793	0.09400246623
794	0.09357103131
795	0.09284560708
796	0.09258694409
797	0.09181523831
798	0.09108850145
799	0.09038121432
800	0.08963231232
801	0.08892742916
802	0.08877526612
803	0.08862470849
804	0.08795202476
805	0.08724112089
806	0.08657104345
807	0.08642228616
808	0.08614206059
809	0.08544701685
810	0.08514228817
811	0.08446809745
812	0.08418002357
813	0.08352477714
814	0.08323344673
815	0.08295610543
816	0.08232263834
817	0.08204224842
818	0.08142389444
819	0.08115895531
820	0.08088957577
821	0.08047191388
822	0.08020529605
823	0.07979813443
824	0.07933370143
825	0.07893024321
826	0.07867037387
827	0.07803048574
828	0.07788126248
829	0.07737902058
830	0.07723249039
831	0.07708778942
832	0.07670011615
833	0.07613651079
834	0.07591614512
835	0.07572228941
836	0.07512660769
837	0.07479007559
838	0.07435063873
839	0.07365998559
840	0.07353785367
841	0.0733205845
842	0.07276496846
843	0.07231205572
844	0.07205525068
845	0.07185117853
846	0.07144274764
847	0.07112889038
848	0.07055728451
849	0.07035636471
850	0.0699620331
851	0.06951182757
852	0.06921177533
853	0.06888299157
854	0.06833882158
855	0.06822572894
856	0.06802549536
857	0.06751337611
858	0.06704050169
859	0.06660008417
860	0.06622919734
861	0.06610394344
862	0.06579321039
863	0.06542130261
864	0.06497782715
865	0.06454626842
866	0.06420721962
867	0.06379705135
868	0.06346692883
869	0.06334388011
870	0.06300956597
871	0.06255137508
872	0.06240977088
873	0.06227295555
874	0.06190626572
875	0.0617713252
876	0.06156319849
877	0.0610742599
878	0.06087861023
879	0.06061442069
880	0.06046343911
881	0.06004224526
882	0.05968780111
883	0.0593027454
884	0.05917276758
885	0.05887080209
886	0.05871690978
887	0.05837061213
888	0.05809605259
889	0.05785262882
890	0.05748524822
891	0.05717566139
892	0.05705195458
893	0.05682350782
894	0.05661207136
895	0.05638893865
896	0.05628078447
897	0.05609072029
898	0.05598442896
899	0.05573581125
900	0.05555868024
901	0.05539069504
902	0.05510038
903	0.05487154654
904	0.05471473234
905	0.05449208623
906	0.05413505573
907	0.05403292393
908	0.0538617831
909	0.05376005939
910	0.05358091656
911	0.0534802679
912	0.0530516239
913	0.05285277494
914	0.05257955529
915	0.05239303467
916	0.05224824608
917	0.0519836673
918	0.05176109158
919	0.05149990895
920	0.05141199683
921	0.0512860467
922	0.0511169145
923	0.05086128981
924	0.05077507528
925	0.05057516009
926	0.05025264085
927	0.04991213564
928	0.04966834873
929	0.0495852269
930	0.04939433103
931	0.04907688249
932	0.04894259295
933	0.04880586848
934	0.04852105765
935	0.0481145925
936	0.04784473026
937	0.04766616814
938	0.0474911098
939	0.04710126833
940	0.04694107684
941	0.04673858131
942	0.04656123844
943	0.0463545248
944	0.0462736029
945	0.04598840335
946	0.0459010185
947	0.04582522989
948	0.04565413617
949	0.04531914624
950	0.0450353168
951	0.04481837607
952	0.04467759527
953	0.04454906607
954	0.04438713361
955	0.04424748595
956	0.04403784077
957	0.04387993919
958	0.04372007201
959	0.04346966595
960	0.04311575545
961	0.04297382988
962	0.0426313094
963	0.04248169069
964	0.04232222203
965	0.04223512909
966	0.04211543901
967	0.04187752191
968	0.04179812805
969	0.04156649652
970	0.04148792399
971	0.04135874807
972	0.04116009703
973	0.0410828158
974	0.04088487659
975	0.04080883549
976	0.04062768031
977	0.04054651297
978	0.04045720957
979	0.04026488274
980	0.0401967616
981	0.04004594628
982	0.0398287186
983	0.03964279477
984	0.03946663297
985	0.03938086015
986	0.03929602284
987	0.03909343022
988	0.03889988869
989	0.03874296932
990	0.03855556383
991	0.03830460532
992	0.03823567929
993	0.03811730544
994	0.03793755795
995	0.03787017391
996	0.03765150182
997	0.03753385195
998	0.0372897326
999	0.03719289901
